id,task,question,moving_radius,eps_final,boundary_norm,perturb_kind,logD_delta,region_width,C_cut,C_smooth,comparison,reference_id,candidate_status,reference_status,effect_definition,perturb_support_dry_mass_fraction,reference_perturb_support_dry_mass_fraction,perturb_weighted_dry_mass_fraction,reference_perturb_weighted_dry_mass_fraction,tcritical_s,reference_tcritical_s,delta_tcritical_s,relative_delta_tcritical_s,tcritical_s_pair_available,tmean_s,reference_tmean_s,delta_tmean_s,relative_delta_tmean_s,tmean_s_pair_available,tail_s,reference_tail_s,delta_tail_s,relative_delta_tail_s,tail_s_pair_available,comparison_status,weighted_logD_dose,mask_interpretation,d_tcritical_s_per_logD_amplitude,d_tcritical_s_per_weighted_logD_dose,d_tmean_s_per_logD_amplitude,d_tmean_s_per_weighted_logD_dose,d_tail_s_per_logD_amplitude,d_tail_s_per_weighted_logD_dose
t2_q4_mov_cur_inner_d_m050_w100,2,4,True,0.0,current_dry_density,inner,-0.05,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.811725249907695,0.0,0.8100778965764142,0.0,190548.23110407632,183918.654978427,6629.576125649328,0.036046240803723546,True,129499.4742648028,125889.6679292455,3609.8063355573104,0.028674365378310085,True,61048.75683927353,58028.987049181495,3019.769790092032,0.05203898850642829,True,both_critical_reached,-0.04050389482882071,fixed material-label mask,-132591.52251298656,-163677.49703250822,-72196.12671114621,-89122.44984866833,-60395.39580184064,-74555.04718384027
t2_q4_mov_cur_inner_d_p050_w100,2,4,True,0.0,current_dry_density,inner,0.05,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.811725249907695,0.0,0.8100778965764142,0.0,177622.28392377868,183918.654978427,-6296.371054648305,-0.03423454274057652,True,122454.79935999653,125889.6679292455,-3434.868569248967,-0.027284753592165215,True,55167.48456378217,58028.987049181495,-2861.5024853993236,-0.04931160495657291,True,both_critical_reached,0.04050389482882071,fixed material-label mask,-125927.4210929661,-155451.00245935106,-68697.37138497934,-84803.41418437795,-57230.04970798647,-70647.58827497275
t2_q4_mov_cur_inner_d_p100_w100,2,4,True,0.0,current_dry_density,inner,0.1,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.811725249907695,0.0,0.8100778965764142,0.0,171642.74985353198,183918.654978427,-12275.905124895013,-0.06674638375500806,True,119189.65330047753,125889.6679292455,-6700.014628767967,-0.05322132259919548,True,52453.09655305445,58028.987049181495,-5575.8904961270455,-0.09608802048192386,True,both_critical_reached,0.08100778965764142,fixed material-label mask,-122759.05124895013,-151539.81088455772,-67000.14628767967,-82708.27604461071,-55758.904961270455,-68831.53483994702
t2_q4_mov_cur_inner_d_m100_w200,2,4,True,0.0,current_dry_density,inner,-0.1,0.2,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.6397275734076844,0.0,0.6403262640162157,0.0,194342.15101388263,183918.654978427,10423.496035455639,0.05667449034290881,True,130749.30230737578,125889.6679292455,4859.634378130286,0.038602328992253555,True,63592.84870650688,58028.987049181495,5563.861657325382,0.09588073030828238,True,both_critical_reached,-0.06403262640162158,fixed material-label mask,-104234.96035455639,-162784.14022998238,-48596.34378130286,-75893.09780376616,-55638.61657325382,-86891.04242621666
t2_q4_mov_cur_inner_d_m050_w200,2,4,True,0.0,current_dry_density,inner,-0.05,0.2,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.6397275734076844,0.0,0.6403262640162157,0.0,188995.4776882686,183918.654978427,5076.822709841625,0.027603631129409455,True,128258.1348156475,125889.6679292455,2368.466886402006,0.018813830597544903,True,60737.34287262111,58028.987049181495,2708.3558234396187,0.046672464248672774,True,both_critical_reached,-0.03201631320081079,fixed material-label mask,-101536.45419683249,-158569.87273953386,-47369.33772804012,-73976.87771064241,-54167.116468792374,-84592.99502889144
t2_q4_mov_cur_inner_d_p050_w200,2,4,True,0.0,current_dry_density,inner,0.05,0.2,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.6397275734076843,0.0,0.6403262640162157,0.0,179098.30423120968,183918.654978427,-4820.350747217308,-0.026209145275571517,True,123635.66492184578,125889.6679292455,-2254.0030073997186,-0.017904590936458336,True,55462.63930936391,58028.987049181495,-2566.347739817582,-0.04422527206346919,True,both_critical_reached,0.03201631320081079,fixed material-label mask,-96407.01494434616,-150559.20764465898,-45080.06014799437,-70401.70407074346,-51326.95479635164,-80157.50357391528
t2_q4_mov_cur_inner_d_p100_w200,2,4,True,0.0,current_dry_density,inner,0.1,0.2,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.6397275734076844,0.0,0.6403262640162157,0.0,174521.44805299185,183918.654978427,-9397.206925435137,-0.05109436520475531,True,121491.72664518248,125889.6679292455,-4397.94128406301,-0.03493488668613226,True,53029.72140780938,58028.987049181495,-4999.265641372112,-0.08615117884334374,True,both_critical_reached,0.06403262640162158,fixed material-label mask,-93972.06925435137,-146756.54355475822,-43979.4128406301,-68682.81891919454,-49992.656413721124,-78073.72463556344
t2_q4_mov_cur_lowC_d_m100_c150_s020,2,4,True,0.0,current_dry_density,lowC,-0.1,0.1,0.15,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.3101790500604667,0.0,0.3068423898971219,0.0,189721.996302865,183918.654978427,5803.341324438021,0.03155384822229552,True,128570.18430594432,125889.6679292455,2680.516376698826,0.0212925843779759,True,61151.81199692068,58028.987049181495,3122.8249477391873,0.0538149140031083,True,both_critical_reached,-0.030684238989712193,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-58033.41324438021,-189131.0169492476,-26805.163766988262,-87358.08561514429,-31228.249477391873,-101772.93133410308
t2_q4_mov_cur_lowC_d_m050_c150_s020,2,4,True,0.0,current_dry_density,lowC,-0.05,0.1,0.15,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.3090385096407584,0.0,0.3053938433704924,0.0,186790.7299087261,183918.654978427,2872.0749302991026,0.015616006601592356,True,127220.65605889769,125889.6679292455,1330.9881296521926,0.010572655814774692,True,59570.07384982845,58028.987049181495,1541.0868006469536,0.026557189415366347,True,both_critical_reached,-0.015269692168524621,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-57441.49860598205,-188089.90375191084,-26619.76259304385,-87165.35441334928,-30821.736012939073,-100924.54933856441
t2_q4_mov_cur_lowC_d_p050_c150_s020,2,4,True,0.0,current_dry_density,lowC,0.05,0.1,0.15,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.3068365373275916,0.0,0.3025317548481258,0.0,181104.55638879788,183918.654978427,-2814.0985896291095,-0.015300778433591705,True,124576.1917735125,125889.6679292455,-1313.4761557329912,-0.010433550086661693,True,56528.364615285376,58028.987049181495,-1500.6224338961183,-0.025859876420456743,True,both_critical_reached,0.01512658774240629,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-56281.97179258219,-186036.57596484822,-26269.523114659823,-86832.28353283908,-30012.448677922366,-99204.29243200913
t2_q4_mov_cur_lowC_d_p100_c150_s020,2,4,True,0.0,current_dry_density,lowC,0.1,0.1,0.15,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.3056938149959685,0.0,0.3011168611829718,0.0,178347.03202149435,183918.654978427,-5571.622956932639,-0.030293952277903352,True,123279.6484426026,125889.6679292455,-2610.0194866428938,-0.0207325948949982,True,55067.38357889175,58028.987049181495,-2961.603470289745,-0.051036621883123474,True,both_critical_reached,0.030111686118297183,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-55716.22956932639,-185031.91535153112,-26100.194866428938,-86677.95872968173,-29616.03470289745,-98353.95662184937
t2_q4_mov_cur_lowC_d_m100_c200_s020,2,4,True,0.0,current_dry_density,lowC,-0.1,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.5319226718557742,0.0,0.5250118452190072,0.0,194467.58445894456,183918.654978427,10548.929480517574,0.05735649535798816,True,130577.6772239018,125889.6679292455,4688.009294656309,0.03723903138175834,True,63889.90723504276,58028.987049181495,5860.920185861265,0.10099987064902478,True,both_critical_reached,-0.05250118452190072,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-105489.29480517574,-200927.45671513598,-46880.09294656309,-89293.40046986405,-58609.20185861265,-111634.05624527192
t2_q4_mov_cur_lowC_d_m050_c200_s020,2,4,True,0.0,current_dry_density,lowC,-0.05,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.5247358995359483,0.0,0.5178364002546528,0.0,189083.2112435297,183918.654978427,5164.556265102699,0.028080654818340663,True,128195.67508320764,125889.6679292455,2306.007153962142,0.01831768398386912,True,60887.53616032208,58028.987049181495,2858.5491111405863,0.04926071014677322,True,both_critical_reached,-0.025891820012732644,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-103291.12530205399,-199466.7142967532,-46120.143079242844,-89063.15403197352,-57170.98222281173,-110403.56026478081
t2_q4_mov_cur_lowC_d_p050_c200_s020,2,4,True,0.0,current_dry_density,lowC,0.05,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.5102583935743498,0.0,0.5035718175687157,0.0,178964.20053010172,183918.654978427,-4954.4544483252685,-0.026938292088458392,True,123654.46529836052,125889.6679292455,-2235.2026308849745,-0.0177552508291724,True,55309.7352317412,58028.987049181495,-2719.251817440294,-0.0468602323720667,True,both_critical_reached,0.025178590878435787,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-99089.08896650537,-196772.50693836535,-44704.05261769949,-88773.9366224547,-54385.03634880588,-107998.57031591066
t2_q4_mov_cur_lowC_d_p100_c200_s020,2,4,True,0.0,current_dry_density,lowC,0.1,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.5033009653602768,0.0,0.4964899578706077,0.0,174210.37990374406,183918.654978427,-9708.275074682926,-0.052785700699157855,True,121488.48513729128,125889.6679292455,-4401.182791954212,-0.03496063548620872,True,52721.8947664528,58028.987049181495,-5307.092282728692,-0.0914558835609306,True,both_critical_reached,0.04964899578706077,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-97082.75074682926,-195538.19610613433,-44011.82791954212,-88645.95793297439,-53070.92282728692,-106892.2381731595
t2_q4_mov_cur_lowC_d_m100_c300_s020,2,4,True,0.0,current_dry_density,lowC,-0.1,0.1,0.3,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.6860244126432331,0.0,0.6848169939428339,0.0,197126.9636328871,183918.654978427,13208.308654460125,0.071816035496831,True,132979.51488171032,125889.6679292455,7089.846952464824,0.056317941488649985,True,64147.4487511768,58028.987049181495,6118.4617019953075,0.10543802353140695,True,both_critical_reached,-0.06848169939428339,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-132083.08654460125,-192873.55266132177,-70898.46952464824,-103529.07441220216,-61184.617019953075,-89344.47824911973
t2_q4_mov_cur_lowC_d_m050_c300_s020,2,4,True,0.0,current_dry_density,lowC,-0.05,0.1,0.3,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.6784930019885119,0.0,0.67737532693025,0.0,190369.1172057252,183918.654978427,6450.462227298209,0.03507236516086324,True,129357.25342261064,125889.6679292455,3467.5854933651426,0.027544639289334292,True,61011.86378311456,58028.987049181495,2982.876733933066,0.05140321907402897,True,both_critical_reached,-0.0338687663465125,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-129009.24454596417,-190454.5964651712,-69351.70986730285,-102382.98785046251,-59657.53467866132,-88071.60861470869
t2_q4_mov_cur_lowC_d_p050_c300_s020,2,4,True,0.0,current_dry_density,lowC,0.05,0.1,0.3,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.6634692021847515,0.0,0.6622482270537154,0.0,177761.3516655635,183918.654978427,-6157.303312863485,-0.033478405513490274,True,122565.81128640487,125889.6679292455,-3323.8566428406193,-0.02640293439099979,True,55195.54037915863,58028.987049181495,-2833.446670022866,-0.04882812563351185,True,both_critical_reached,0.03311241135268577,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-123146.0662572697,-185951.52274719678,-66477.13285681239,-100380.9903011192,-56668.93340045732,-85570.53244607759
t2_q4_mov_cur_lowC_d_p100_c300_s020,2,4,True,0.0,current_dry_density,lowC,0.1,0.1,0.3,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.655883289233639,0.0,0.6545694040950438,0.0,171883.54579779366,183918.654978427,-12035.109180633328,-0.06543713133420317,True,119382.32972364276,125889.6679292455,-6507.338205602733,-0.05169080443726399,True,52501.216074150914,58028.987049181495,-5527.77097503058,-0.09525878799755044,True,both_critical_reached,0.06545694040950438,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-120351.09180633328,-183862.99612142923,-65073.38205602733,-99414.02951149645,-55277.7097503058,-84448.96660993256
t2_q4_mov_cur_global_d_m100,2,4,True,0.0,current_dry_density,global,-0.1,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,1.0,0.0,1.0,0.0,200954.59282754944,183918.654978427,17035.93784912245,0.09262756869943782,True,136804.72941573052,125889.6679292455,10915.061486485021,0.08670339405946863,True,64149.86341181892,58028.987049181495,6120.8763626374275,0.10547963481509304,True,both_critical_reached,-0.1,global mask,-170359.3784912245,-170359.3784912245,-109150.61486485021,-109150.61486485021,-61208.763626374275,-61208.763626374275
t2_q4_mov_cur_global_d_m050,2,4,True,0.0,current_dry_density,global,-0.05,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,1.0,0.0,1.0,0.0,192218.33402613428,183918.654978427,8299.679047707294,0.04512690161137171,True,131205.30394974578,125889.6679292455,5315.636020500286,0.04222456145875183,True,61013.0300763885,58028.987049181495,2984.043027207008,0.051423317534009895,True,both_critical_reached,-0.05,global mask,-165993.58095414587,-165993.58095414587,-106312.72041000571,-106312.72041000571,-59680.86054414016,-59680.86054414016
t2_q4_mov_cur_global_d_p050,2,4,True,0.0,current_dry_density,global,0.05,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,1.0,0.0,1.0,0.0,176034.44318151366,183918.654978427,-7884.211796913325,-0.042867928747293824,True,120837.1439336231,125889.6679292455,-5052.523995622396,-0.040134540655569095,True,55197.299247890565,58028.987049181495,-2831.687801290929,-0.048797815458866786,True,both_critical_reached,0.05,global mask,-157684.2359382665,-157684.2359382665,-101050.47991244792,-101050.47991244792,-56633.756025818584,-56633.756025818584
t2_q4_mov_cur_global_d_p100,2,4,True,0.0,current_dry_density,global,0.1,0.1,0.2,0.02,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.9999999999999998,0.0,0.9999999999999998,0.0,168545.55600114874,183918.654978427,-15373.098977278249,-0.08358640388644349,True,116040.9498805295,125889.6679292455,-9848.718048715993,-0.07823293373250714,True,52504.60612061924,58028.987049181495,-5524.380928562256,-0.09520036811740586,True,both_critical_reached,0.09999999999999998,global mask,-153730.9897727825,-153730.98977278252,-98487.18048715993,-98487.18048715996,-55243.809285622556,-55243.80928562257
t2_q4_mov_cur_lowC_d_m100_c200_s010,2,4,True,0.0,current_dry_density,lowC,-0.1,0.1,0.2,0.01,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.5316254865740954,0.0,0.5301619324477451,0.0,194580.6519454549,183918.654978427,10661.996967027924,0.05797126435205031,True,130604.50807987122,125889.6679292455,4714.840150625721,0.037452161310613914,True,63976.1438655837,58028.987049181495,5947.156816402203,0.10248596639058666,True,both_critical_reached,-0.053016193244774516,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-106619.96967027924,-201108.30888596122,-47148.401506257214,-88932.07644799043,-59471.56816402203,-112176.23243797079
t2_q4_mov_cur_lowC_d_p100_c200_s010,2,4,True,0.0,current_dry_density,lowC,0.1,0.1,0.2,0.01,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.5033704100181381,0.0,0.5016960683062304,0.0,174109.13523813337,183918.654978427,-9809.519740293617,-0.053336186812828965,True,121458.18128306036,125889.6679292455,-4431.486646185134,-0.03520135305048059,True,52650.95395507301,58028.987049181495,-5378.033094108483,-0.09267839001825796,True,both_critical_reached,0.05016960683062304,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-98095.19740293617,-195527.14003542843,-44314.86646185134,-88330.10514007452,-53780.33094108483,-107197.03489535389
t2_q4_mov_cur_lowC_d_m100_c200_s040,2,4,True,0.0,current_dry_density,lowC,-0.1,0.1,0.2,0.04,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.5313141025047536,0.0,0.5051089112025188,0.0,193959.8489547666,183918.654978427,10041.193976339622,0.05459584280625268,True,130479.21655939316,125889.6679292455,4589.548630147663,0.0364569126731445,True,63480.63239537344,58028.987049181495,5451.645346191945,0.09394693279018457,True,both_critical_reached,-0.05051089112025188,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-100411.93976339622,-198792.65151815343,-45895.48630147663,-90862.55515115087,-54516.453461919446,-107930.09636700226
t2_q4_mov_cur_lowC_d_p100_c200_s040,2,4,True,0.0,current_dry_density,lowC,0.1,0.1,0.2,0.04,same-task affine or diffusivity baseline,t2_q4_mov_cur_baseline,reached,reached,candidate minus reference,0.5038021924905071,0.0,0.4792847614574098,0.0,174639.0046997482,183918.654978427,-9279.650278678775,-0.050455187809889356,True,121579.41233449469,125889.6679292455,-4310.255594750808,-0.03423835860122632,True,53059.59236525353,58028.987049181495,-4969.394683927967,-0.08563641960036697,True,both_critical_reached,0.04792847614574098,"state-dependent low-C window; time-averaged exposure is descriptive, not a fixed material-region dose",-92796.50278678775,-193614.54869671218,-43102.55594750808,-89930.99596248745,-49693.94683927967,-103683.55273422474
