% Model,Untitled.mph
% Version,COMSOL 6.0.0.318
% Date,"Sep 11 2026, 15:35"
% Dimension,2
% Nodes,28251
% Expressions,1
% Description,因变量 u
% Length unit,m
% r,z,u (m)
0.0735964235109401,0.053874624447246534,-0.49729178328329665
0.05894172933766272,0.07007680131755434,-0.49826293633159896
0.07039826297830586,0.05918829264936251,-0.49752204234495423
0.06412480831172454,0.06680112049609101,-0.4979440045396974
0.06858952531546614,0.06387974419972753,-0.49764773856865646
0.005398225016922979,0.10999999999999983,-0.499985429643878
0,0.11333333333333317,-0.5000000000605481
0.10999999999997945,0.005398225016923066,-0.4939500000595501
0.11333333333331286,0,-0.49357777783726836
0.010796450033845958,0.10666666666666651,-0.4999417183938704
0.10666666666664604,0.010796450033846133,-0.4943111111707191
0.016194675050768943,0.10333333333333317,-0.4998688663105246
0.10333333333331263,0.016194675050769203,-0.494661111170776
0.021592900067691927,0.09999999999999983,-0.4997668733938408
0.09999999999997922,0.021592900067692267,-0.4950000000597207
0.026991015139849455,0.09666613647361476,-0.4996357426113461
0.09666668337960616,0.026991106277356562,-0.4953277762219666
0.03238660875677287,0.09333012359226685,-0.49947555384707715
0.09333360897820252,0.03238918830752998,-0.495644418777378
0.03777331403377074,0.0899893992697149,-0.49928658843388085
0.0900005647862002,0.0377871226426271,-0.49594994922895935
0.04314498709239437,0.08664310421147926,-0.49906925510479017
0.08667000677715211,0.04318384314298526,-0.4962441550225503
0.048509295421836816,0.08329739512795276,-0.4988234241891892
0.0833501656537269,0.048574389825004956,-0.4965263750027215
0.05386528909489749,0.0799585997172402,-0.4985492653756676
0.08013920832619158,0.05392463267822156,-0.4967888537044432
0.05914314938416703,0.07665381825844524,-0.49825104400071824
0.07691981106062737,0.059227376828088124,-0.4970416713932581
0.06451540636168542,0.07334054616967849,-0.4979188812311966
0.07400179895218872,0.06451116518337686,-0.4972618669360159
0.07043029928319253,0.06997517326024291,-0.4975197865315791
0.005398225016922977,0.11666666666666649,-0.4999854296438803
0,0.11999999999999983,-0.5000000000605509
0.11666666666664627,0.005398225016923066,-0.4931944445038747
0.11999999999997968,0,-0.49280000005936725
0.010796450033845958,0.11333333333333317,-0.49994171839387264
0.11333333333331286,0.010796450033846133,-0.49357777783726925
0.016194675050768943,0.10999999999999983,-0.499868866310527
0.10999999999997945,0.016194675050769203,-0.49395000005955175
0.02159290006769193,0.10666666666666652,-0.49976687339384335
0.10666666666664604,0.021592900067692267,-0.4943111111707221
0.02699112508461492,0.10333333333333317,-0.4996357396438215
0.10333333617280793,0.026991115765320716,-0.4946611108773649
0.03238900565625847,0.09999922723244048,-0.49947547621676186
0.10000000141735634,0.03238931745536341,-0.4949999999179869
0.03778314145537077,0.09666227910919978,-0.4992862171713128
0.09666706608972941,0.03778751575752396,-0.49532773922657963
0.043167778145340154,0.09332020916888283,-0.4990682715253922
0.09333548499274895,0.04318586044311362,-0.4956442436804149
0.048536904748468036,0.08997474806395396,-0.49882208449907317
0.09000838942008792,0.04858526708433757,-0.49594924497688236
0.05389601848393221,0.08662961760121501,-0.4985476096560988
0.08670138168978797,0.053985558896196266,-0.4962414352664711
0.05925021365575587,0.08328881036199079,-0.4982447061511332
0.08349222676825414,0.0593481762861857,-0.49651452409461555
0.06455214915124534,0.07994220509421827,-0.49791651008018384
0.08036213710769272,0.06471298668885545,-0.4967709635197611
0.06989662142076919,0.0765946706981625,-0.4975572312171291
0.07731061602808315,0.07008338892209659,-0.49701153438473805
0.07457331859243044,0.07461557715256743,-0.49721941013715015
0.005398225016922976,0.12333333333333317,-0.4999854296438833
0,0.12666666666666648,-0.5000000000605537
0.12333333333331309,0.005398225016923066,-0.49239444450374764
0.1266666666666465,0,-0.49197777783701446
0.010796450033845951,0.11999999999999982,-0.4999417183938751
0.11999999999997968,0.010796450033846133,-0.4928000000593679
0.016194675050768933,0.11666666666666649,-0.49986886631052924
0.11666666666664627,0.016194675050769203,-0.49319444450387623
0.021592900067691923,0.11333333333333319,-0.4997668733938458
0.11333333333331286,0.021592900067692267,-0.49357777783727214
0.026991125084614927,0.10999999999999986,-0.4996357396438244
0.11000000008154232,0.026991123813260562,-0.49395000005058315
0.03238931883314327,0.10666657933938341,-0.4994754660732275
0.10666666557328042,0.03238934563920445,-0.4943111112873519
0.037786528461980336,0.10333179093030026,-0.49928608919383016
0.10333355615492984,0.0377876029736764,-0.49466108814585885
0.043178932616544034,0.09999299781389924,-0.499067789949446
0.10000133891998697,0.0431861557591089,-0.4949998661668327
0.04856102735135087,0.09665009997183138,-0.49882091337164775
0.09667198161410773,0.04858548574140417,-0.4953272640451833
0.0539278529254813,0.09330412074586368,-0.4985458933997358
0.0933565375203132,0.053986568908511355,-0.4956422785109438
