t_h,C_axis,C_surf,C_bar,T_axis,T_surf,R_cm,C_max
57.083333,0.140222,0.052041,0.111718,49.998934,49.998934,1.200000,0.140222
57.166667,0.140103,0.052034,0.111636,49.998934,49.998934,1.200000,0.140103
57.250000,0.139984,0.052028,0.111554,49.998934,49.998934,1.200000,0.139984
57.333333,0.139866,0.052022,0.111473,49.998934,49.998934,1.200000,0.139866
57.416667,0.139748,0.052015,0.111392,49.998934,49.998934,1.200000,0.139748
57.500000,0.139630,0.052009,0.111311,49.998934,49.998934,1.200000,0.139630
57.583333,0.139513,0.052003,0.111230,49.998934,49.998934,1.199833,0.139513
57.666667,0.139396,0.051996,0.111149,49.998934,49.998934,1.199667,0.139396
57.750000,0.139279,0.051990,0.111069,49.998934,49.998934,1.199500,0.139279
57.833333,0.139163,0.051984,0.110989,49.998934,49.998934,1.199333,0.139163
57.916667,0.139047,0.051978,0.110910,49.998934,49.998934,1.199167,0.139047
58.000000,0.138931,0.051972,0.110830,49.998934,49.998934,1.199000,0.138931
58.083333,0.138816,0.051966,0.110751,49.998934,49.998934,1.199000,0.138816
58.166667,0.138701,0.051960,0.110672,49.998934,49.998934,1.199000,0.138701
58.250000,0.138587,0.051954,0.110593,49.998934,49.998934,1.199000,0.138587
58.333333,0.138473,0.051948,0.110515,49.998934,49.998934,1.199000,0.138473
58.416667,0.138359,0.051942,0.110436,49.998934,49.998934,1.199000,0.138359
58.500000,0.138246,0.051936,0.110358,49.998934,49.998934,1.199000,0.138246
58.583333,0.138133,0.051930,0.110280,49.998934,49.998934,1.199000,0.138133
58.666667,0.138020,0.051924,0.110203,49.998934,49.998934,1.199000,0.138020
58.750000,0.137908,0.051918,0.110125,49.998934,49.998934,1.199000,0.137908
58.833333,0.137796,0.051913,0.110048,49.998934,49.998934,1.199000,0.137796
58.916667,0.137684,0.051907,0.109971,49.998934,49.998934,1.199000,0.137684
59.000000,0.137573,0.051901,0.109894,49.998934,49.998934,1.199000,0.137573
59.083333,0.137462,0.051895,0.109818,49.998934,49.998934,1.199000,0.137462
59.166667,0.137351,0.051890,0.109742,49.998934,49.998934,1.199000,0.137351
59.250000,0.137241,0.051884,0.109666,49.998934,49.998934,1.199000,0.137241
59.333333,0.137131,0.051879,0.109590,49.998934,49.998934,1.199000,0.137131
59.416667,0.137021,0.051873,0.109515,49.998934,49.998934,1.199000,0.137021
59.500000,0.136912,0.051867,0.109439,49.998934,49.998934,1.199000,0.136912
59.583333,0.136803,0.051862,0.109364,49.998934,49.998934,1.199000,0.136803
59.666667,0.136695,0.051856,0.109289,49.998934,49.998934,1.199000,0.136695
59.750000,0.136586,0.051851,0.109215,49.998934,49.998934,1.199000,0.136586
59.833333,0.136479,0.051845,0.109140,49.998934,49.998934,1.199000,0.136479
59.916667,0.136371,0.051840,0.109066,49.998934,49.998934,1.199000,0.136371
60.000000,0.136264,0.051834,0.108992,49.998934,49.998934,1.199000,0.136264
60.083333,0.136157,0.051829,0.108918,49.998934,49.998934,1.199000,0.136157
60.166667,0.136050,0.051823,0.108845,49.998934,49.998934,1.199000,0.136050
60.250000,0.135944,0.051818,0.108771,49.998934,49.998934,1.199000,0.135944
60.333333,0.135838,0.051813,0.108698,49.998934,49.998934,1.199000,0.135838
60.416667,0.135733,0.051807,0.108625,49.998934,49.998934,1.199000,0.135733
60.500000,0.135627,0.051802,0.108553,49.998934,49.998934,1.199000,0.135627
60.583333,0.135522,0.051797,0.108480,49.998934,49.998934,1.199000,0.135522
60.666667,0.135418,0.051791,0.108408,49.998934,49.998934,1.199000,0.135418
60.750000,0.135313,0.051786,0.108336,49.998934,49.998934,1.199000,0.135313
60.833333,0.135209,0.051781,0.108264,49.998934,49.998934,1.199000,0.135209
60.916667,0.135105,0.051776,0.108192,49.998934,49.998934,1.199000,0.135105
61.000000,0.135002,0.051771,0.108121,49.998934,49.998934,1.199000,0.135002
61.083333,0.134899,0.051765,0.108049,49.998934,49.998934,1.199000,0.134899
61.166667,0.134796,0.051760,0.107978,49.998934,49.998934,1.199000,0.134796
61.250000,0.134694,0.051755,0.107908,49.998934,49.998934,1.199000,0.134694
61.333333,0.134592,0.051750,0.107837,49.998934,49.998934,1.199000,0.134592
61.416667,0.134490,0.051745,0.107767,49.998934,49.998934,1.199000,0.134490
61.500000,0.134388,0.051740,0.107696,49.998934,49.998934,1.199000,0.134388
61.583333,0.134287,0.051735,0.107626,49.998934,49.998934,1.199000,0.134287
61.666667,0.134186,0.051730,0.107556,49.998934,49.998934,1.199000,0.134186
61.750000,0.134085,0.051725,0.107487,49.998934,49.998934,1.199000,0.134085
61.833333,0.133985,0.051720,0.107417,49.998934,49.998934,1.199000,0.133985
61.916667,0.133885,0.051715,0.107348,49.998934,49.998934,1.199000,0.133885
62.000000,0.133785,0.051710,0.107279,49.998934,49.998934,1.199000,0.133785
62.083333,0.133685,0.051705,0.107210,49.998934,49.998934,1.199000,0.133685
62.166667,0.133586,0.051700,0.107142,49.998934,49.998934,1.199000,0.133586
62.250000,0.133487,0.051695,0.107073,49.998934,49.998934,1.199000,0.133487
62.333333,0.133389,0.051691,0.107005,49.998934,49.998934,1.199000,0.133389
62.416667,0.133290,0.051686,0.106937,49.998934,49.998934,1.199000,0.133290
62.500000,0.133192,0.051681,0.106869,49.998934,49.998934,1.199000,0.133192
62.583333,0.133095,0.051676,0.106801,49.998934,49.998934,1.199000,0.133095
62.666667,0.132997,0.051671,0.106734,49.998934,49.998934,1.199000,0.132997
62.750000,0.132900,0.051667,0.106666,49.998934,49.998934,1.199000,0.132900
62.833333,0.132803,0.051662,0.106599,49.998934,49.998934,1.199000,0.132803
62.916667,0.132706,0.051657,0.106532,49.998934,49.998934,1.199000,0.132706
63.000000,0.132610,0.051653,0.106466,49.998934,49.998934,1.199000,0.132610
63.083333,0.132514,0.051648,0.106399,49.998934,49.998934,1.199000,0.132514
63.166667,0.132418,0.051643,0.106333,49.998934,49.998934,1.199000,0.132418
63.250000,0.132323,0.051639,0.106267,49.998934,49.998934,1.199000,0.132323
63.333333,0.132227,0.051634,0.106201,49.998934,49.998934,1.199000,0.132227
63.416667,0.132132,0.051630,0.106135,49.998934,49.998934,1.199000,0.132132
63.500000,0.132038,0.051625,0.106069,49.998934,49.998934,1.199000,0.132038
63.583333,0.131943,0.051621,0.106004,49.998934,49.998934,1.199000,0.131943
63.666667,0.131849,0.051616,0.105938,49.998934,49.998934,1.199000,0.131849
63.750000,0.131755,0.051612,0.105873,49.998934,49.998934,1.199000,0.131755
63.833333,0.131661,0.051607,0.105808,49.998934,49.998934,1.199000,0.131661
63.916667,0.131568,0.051603,0.105744,49.998934,49.998934,1.199000,0.131568
64.000000,0.131475,0.051598,0.105679,49.998934,49.998934,1.199000,0.131475
64.083333,0.131382,0.051594,0.105615,49.998934,49.998934,1.199000,0.131382
64.166667,0.131289,0.051590,0.105550,49.998934,49.998934,1.199000,0.131289
64.250000,0.131197,0.051585,0.105486,49.998934,49.998934,1.199000,0.131197
64.333333,0.131105,0.051581,0.105422,49.998934,49.998934,1.199000,0.131105
64.416667,0.131013,0.051577,0.105359,49.998934,49.998934,1.199000,0.131013
64.500000,0.130922,0.051572,0.105295,49.998934,49.998934,1.199000,0.130922
64.583333,0.130830,0.051568,0.105232,49.998934,49.998934,1.199000,0.130830
64.666667,0.130739,0.051564,0.105169,49.998934,49.998934,1.199000,0.130739
64.750000,0.130649,0.051559,0.105106,49.998934,49.998934,1.199000,0.130649
64.833333,0.130558,0.051555,0.105043,49.998934,49.998934,1.199000,0.130558
64.916667,0.130468,0.051551,0.104980,49.998934,49.998934,1.199000,0.130468
65.000000,0.130378,0.051547,0.104918,49.998934,49.998934,1.199000,0.130378
65.083333,0.130288,0.051543,0.104855,49.998934,49.998934,1.199000,0.130288
65.166667,0.130198,0.051538,0.104793,49.998934,49.998934,1.199000,0.130198
65.250000,0.130109,0.051534,0.104731,49.998934,49.998934,1.199000,0.130109
65.333333,0.130020,0.051530,0.104669,49.998934,49.998934,1.199000,0.130020
65.416667,0.129931,0.051526,0.104608,49.998934,49.998934,1.199000,0.129931
65.500000,0.129843,0.051522,0.104546,49.998934,49.998934,1.199000,0.129843
65.583333,0.129754,0.051518,0.104485,49.998934,49.998934,1.199000,0.129754
65.666667,0.129666,0.051514,0.104424,49.998934,49.998934,1.199000,0.129666
65.750000,0.129578,0.051510,0.104362,49.998934,49.998934,1.199000,0.129578
65.833333,0.129491,0.051506,0.104302,49.998934,49.998934,1.199000,0.129491
65.916667,0.129403,0.051502,0.104241,49.998934,49.998934,1.199000,0.129403
66.000000,0.129316,0.051498,0.104180,49.998934,49.998934,1.199000,0.129316
66.083333,0.129229,0.051494,0.104120,49.998934,49.998934,1.199000,0.129229
66.166667,0.129143,0.051490,0.104060,49.998934,49.998934,1.199000,0.129143
66.250000,0.129056,0.051486,0.103999,49.998934,49.998934,1.199000,0.129056
66.333333,0.128970,0.051483,0.103939,49.998934,49.998934,1.199000,0.128970
66.416667,0.128884,0.051479,0.103880,49.998934,49.998934,1.199000,0.128884
66.500000,0.128798,0.051475,0.103820,49.998934,49.998934,1.199000,0.128798
66.583333,0.128713,0.051471,0.103760,49.998934,49.998934,1.198833,0.128713
66.666667,0.128627,0.051467,0.103701,49.998934,49.998934,1.198667,0.128627
66.750000,0.128542,0.051464,0.103642,49.998934,49.998934,1.198500,0.128542
66.833333,0.128457,0.051460,0.103583,49.998934,49.998934,1.198333,0.128457
66.916667,0.128372,0.051456,0.103524,49.998934,49.998934,1.198167,0.128372
67.000000,0.128288,0.051453,0.103465,49.998934,49.998934,1.198000,0.128288
67.083333,0.128204,0.051449,0.103406,49.998934,49.998934,1.198000,0.128204
67.166667,0.128120,0.051445,0.103348,49.998934,49.998934,1.198000,0.128120
67.250000,0.128036,0.051442,0.103290,49.998934,49.998934,1.198000,0.128036
67.333333,0.127952,0.051438,0.103231,49.998934,49.998934,1.198000,0.127952
67.416667,0.127869,0.051435,0.103173,49.998934,49.998934,1.198000,0.127869
67.500000,0.127786,0.051431,0.103116,49.998934,49.998934,1.198000,0.127786
67.583333,0.127703,0.051427,0.103058,49.998934,49.998934,1.198000,0.127703
67.666667,0.127620,0.051424,0.103000,49.998934,49.998934,1.198000,0.127620
67.750000,0.127538,0.051420,0.102943,49.998934,49.998934,1.198000,0.127538
67.833333,0.127456,0.051417,0.102885,49.998934,49.998934,1.198000,0.127456
67.916667,0.127374,0.051413,0.102828,49.998934,49.998934,1.198000,0.127374
68.000000,0.127292,0.051410,0.102771,49.998934,49.998934,1.198000,0.127292
68.083333,0.127210,0.051406,0.102714,49.998934,49.998934,1.198000,0.127210
68.166667,0.127129,0.051403,0.102658,49.998934,49.998934,1.198000,0.127129
68.250000,0.127048,0.051399,0.102601,49.998934,49.998934,1.198000,0.127048
68.333333,0.126967,0.051396,0.102545,49.998934,49.998934,1.198000,0.126967
68.416667,0.126886,0.051392,0.102488,49.998934,49.998934,1.198000,0.126886
68.500000,0.126805,0.051389,0.102432,49.998934,49.998934,1.198000,0.126805
68.583333,0.126725,0.051385,0.102376,49.998934,49.998934,1.198000,0.126725
68.666667,0.126645,0.051382,0.102320,49.998934,49.998934,1.198000,0.126645
68.750000,0.126565,0.051378,0.102264,49.998934,49.998934,1.198000,0.126565
68.833333,0.126485,0.051375,0.102209,49.998934,49.998934,1.198000,0.126485
68.916667,0.126406,0.051372,0.102153,49.998934,49.998934,1.198000,0.126406
69.000000,0.126326,0.051368,0.102098,49.998934,49.998934,1.198000,0.126326
69.083333,0.126247,0.051365,0.102043,49.998934,49.998934,1.198000,0.126247
69.166667,0.126168,0.051361,0.101988,49.998934,49.998934,1.198000,0.126168
69.250000,0.126090,0.051358,0.101933,49.998934,49.998934,1.198000,0.126090
69.333333,0.126011,0.051354,0.101878,49.998934,49.998934,1.198000,0.126011
69.416667,0.125933,0.051351,0.101824,49.998934,49.998934,1.198000,0.125933
69.500000,0.125855,0.051347,0.101769,49.998934,49.998934,1.198000,0.125855
69.583333,0.125777,0.051344,0.101715,49.998934,49.998934,1.198000,0.125777
69.666667,0.125699,0.051340,0.101660,49.998934,49.998934,1.198000,0.125699
69.750000,0.125622,0.051337,0.101606,49.998934,49.998934,1.198000,0.125622
69.833333,0.125544,0.051333,0.101552,49.998934,49.998934,1.198000,0.125544
69.916667,0.125467,0.051330,0.101499,49.998934,49.998934,1.198000,0.125467
70.000000,0.125390,0.051326,0.101445,49.998934,49.998934,1.198000,0.125390
70.083333,0.125313,0.051323,0.101391,49.998934,49.998934,1.198000,0.125313
70.166667,0.125237,0.051319,0.101338,49.998934,49.998934,1.198000,0.125237
70.250000,0.125161,0.051316,0.101285,49.998934,49.998934,1.198000,0.125161
70.333333,0.125084,0.051313,0.101231,49.998934,49.998934,1.198000,0.125084
70.416667,0.125008,0.051309,0.101178,49.998934,49.998934,1.198000,0.125008
70.500000,0.124933,0.051306,0.101126,49.998934,49.998934,1.198000,0.124933
70.583333,0.124857,0.051303,0.101073,49.998934,49.998934,1.198000,0.124857
70.666667,0.124782,0.051299,0.101020,49.998934,49.998934,1.198000,0.124782
70.750000,0.124706,0.051296,0.100968,49.998934,49.998934,1.198000,0.124706
70.833333,0.124631,0.051293,0.100915,49.998934,49.998934,1.198000,0.124631
70.916667,0.124557,0.051290,0.100863,49.998934,49.998934,1.198000,0.124557
71.000000,0.124482,0.051287,0.100811,49.998934,49.998934,1.198000,0.124482
71.083333,0.124408,0.051283,0.100759,49.998934,49.998934,1.198000,0.124408
71.166667,0.124333,0.051280,0.100707,49.998934,49.998934,1.198000,0.124333
71.250000,0.124259,0.051277,0.100655,49.998934,49.998934,1.198000,0.124259
71.333333,0.124185,0.051274,0.100604,49.998934,49.998934,1.198000,0.124185
71.416667,0.124112,0.051271,0.100552,49.998934,49.998934,1.198000,0.124112
71.500000,0.124038,0.051268,0.100501,49.998934,49.998934,1.198000,0.124038
71.583333,0.123965,0.051265,0.100449,49.998934,49.998934,1.198000,0.123965
71.666667,0.123891,0.051262,0.100398,49.998934,49.998934,1.198000,0.123891
71.750000,0.123818,0.051259,0.100347,49.998934,49.998934,1.198000,0.123818
71.833333,0.123746,0.051256,0.100296,49.998934,49.998934,1.198000,0.123746
71.916667,0.123673,0.051253,0.100245,49.998934,49.998934,1.198000,0.123673
72.000000,0.123600,0.051250,0.100195,49.998934,49.998934,1.198000,0.123600
72.083333,0.123528,0.051248,0.100144,49.998934,49.998934,1.198000,0.123528
72.166667,0.123456,0.051245,0.100094,49.998934,49.998934,1.198000,0.123456
72.250000,0.123384,0.051242,0.100044,49.998934,49.998934,1.198000,0.123384
72.333333,0.123312,0.051239,0.099993,49.998934,49.998934,1.198000,0.123312
72.416667,0.123241,0.051236,0.099943,49.998934,49.998934,1.198000,0.123241
72.500000,0.123169,0.051233,0.099893,49.998934,49.998934,1.198000,0.123169
72.583333,0.123098,0.051230,0.099843,49.998934,49.998934,1.198000,0.123098
72.666667,0.123027,0.051227,0.099794,49.998934,49.998934,1.198000,0.123027
72.750000,0.122956,0.051225,0.099744,49.998934,49.998934,1.198000,0.122956
72.833333,0.122885,0.051222,0.099695,49.998934,49.998934,1.198000,0.122885
72.916667,0.122815,0.051219,0.099645,49.998934,49.998934,1.198000,0.122815
73.000000,0.122744,0.051216,0.099596,49.998934,49.998934,1.198000,0.122744
73.083333,0.122674,0.051213,0.099547,49.998934,49.998934,1.198000,0.122674
73.166667,0.122604,0.051211,0.099498,49.998934,49.998934,1.198000,0.122604
73.250000,0.122534,0.051208,0.099449,49.998934,49.998934,1.198000,0.122534
73.333333,0.122464,0.051205,0.099400,49.998934,49.998934,1.198000,0.122464
73.416667,0.122395,0.051203,0.099351,49.998934,49.998934,1.198000,0.122395
73.500000,0.122325,0.051200,0.099303,49.998934,49.998934,1.198000,0.122325
73.583333,0.122256,0.051197,0.099254,49.998934,49.998934,1.198000,0.122256
73.666667,0.122187,0.051194,0.099206,49.998934,49.998934,1.198000,0.122187
73.750000,0.122118,0.051192,0.099157,49.998934,49.998934,1.198000,0.122118
73.833333,0.122049,0.051189,0.099109,49.998934,49.998934,1.198000,0.122049
73.916667,0.121981,0.051186,0.099061,49.998934,49.998934,1.198000,0.121981
74.000000,0.121912,0.051184,0.099013,49.998934,49.998934,1.198000,0.121912
74.083333,0.121844,0.051181,0.098965,49.998934,49.998934,1.198000,0.121844
74.166667,0.121776,0.051178,0.098918,49.998934,49.998934,1.198000,0.121776
74.250000,0.121708,0.051176,0.098870,49.998934,49.998934,1.198000,0.121708
74.333333,0.121640,0.051173,0.098822,49.998934,49.998934,1.198000,0.121640
74.416667,0.121573,0.051170,0.098775,49.998934,49.998934,1.198000,0.121573
74.500000,0.121505,0.051168,0.098728,49.998934,49.998934,1.198000,0.121505
74.583333,0.121438,0.051165,0.098681,49.998934,49.998934,1.198000,0.121438
74.666667,0.121371,0.051162,0.098633,49.998934,49.998934,1.198000,0.121371
74.750000,0.121304,0.051160,0.098586,49.998934,49.998934,1.198000,0.121304
74.833333,0.121237,0.051157,0.098540,49.998934,49.998934,1.198000,0.121237
74.916667,0.121170,0.051154,0.098493,49.998934,49.998934,1.198000,0.121170
75.000000,0.121104,0.051152,0.098446,49.998934,49.998934,1.198000,0.121104
75.083333,0.121037,0.051149,0.098399,49.998934,49.998934,1.198000,0.121037
75.166667,0.120971,0.051147,0.098353,49.998934,49.998934,1.198000,0.120971
75.250000,0.120905,0.051144,0.098307,49.998934,49.998934,1.198000,0.120905
75.333333,0.120839,0.051141,0.098260,49.998934,49.998934,1.198000,0.120839
75.416667,0.120773,0.051139,0.098214,49.998934,49.998934,1.198000,0.120773
75.500000,0.120708,0.051136,0.098168,49.998934,49.998934,1.198000,0.120708
75.583333,0.120642,0.051134,0.098122,49.998934,49.998934,1.198000,0.120642
75.666667,0.120577,0.051131,0.098076,49.998934,49.998934,1.198000,0.120577
75.750000,0.120512,0.051128,0.098031,49.998934,49.998934,1.198000,0.120512
75.833333,0.120447,0.051126,0.097985,49.998934,49.998934,1.198000,0.120447
75.916667,0.120382,0.051123,0.097940,49.998934,49.998934,1.198000,0.120382
76.000000,0.120317,0.051121,0.097894,49.998934,49.998934,1.198000,0.120317
76.083333,0.120253,0.051118,0.097849,49.998934,49.998934,1.198000,0.120253
76.166667,0.120188,0.051115,0.097804,49.998934,49.998934,1.198000,0.120188
76.250000,0.120124,0.051113,0.097758,49.998934,49.998934,1.198000,0.120124
76.333333,0.120060,0.051110,0.097713,49.998934,49.998934,1.198000,0.120060
76.416667,0.119996,0.051108,0.097668,49.998934,49.998934,1.198000,0.119996
76.500000,0.119932,0.051105,0.097624,49.998934,49.998934,1.198000,0.119932
76.583333,0.119868,0.051103,0.097579,49.998934,49.998934,1.198000,0.119868
76.666667,0.119805,0.051100,0.097534,49.998934,49.998934,1.198000,0.119805
76.750000,0.119741,0.051098,0.097490,49.998934,49.998934,1.198000,0.119741
76.833333,0.119678,0.051095,0.097445,49.998934,49.998934,1.198000,0.119678
76.916667,0.119615,0.051093,0.097401,49.998934,49.998934,1.198000,0.119615
77.000000,0.119552,0.051090,0.097357,49.998934,49.998934,1.198000,0.119552
77.083333,0.119489,0.051088,0.097312,49.998934,49.998934,1.198000,0.119489
77.166667,0.119426,0.051085,0.097268,49.998934,49.998934,1.198000,0.119426
77.250000,0.119363,0.051083,0.097224,49.998934,49.998934,1.198000,0.119363
77.333333,0.119301,0.051081,0.097181,49.998934,49.998934,1.198000,0.119301
77.416667,0.119238,0.051078,0.097137,49.998934,49.998934,1.198000,0.119238
77.500000,0.119176,0.051076,0.097093,49.998934,49.998934,1.198000,0.119176
77.583333,0.119114,0.051074,0.097049,49.998934,49.998934,1.198000,0.119114
77.666667,0.119052,0.051071,0.097006,49.998934,49.998934,1.198000,0.119052
77.750000,0.118991,0.051069,0.096963,49.998934,49.998934,1.198000,0.118991
77.833333,0.118929,0.051067,0.096919,49.998934,49.998934,1.198000,0.118929
77.916667,0.118867,0.051064,0.096876,49.998934,49.998934,1.198000,0.118867
78.000000,0.118806,0.051062,0.096833,49.998934,49.998934,1.198000,0.118806
78.083333,0.118745,0.051060,0.096790,49.998934,49.998934,1.198000,0.118745
78.166667,0.118684,0.051057,0.096747,49.998934,49.998934,1.198000,0.118684
78.250000,0.118623,0.051055,0.096704,49.998934,49.998934,1.198000,0.118623
78.333333,0.118562,0.051053,0.096661,49.998934,49.998934,1.198000,0.118562
78.416667,0.118501,0.051051,0.096619,49.998934,49.998934,1.198000,0.118501
78.500000,0.118441,0.051048,0.096576,49.998934,49.998934,1.198000,0.118441
78.583333,0.118380,0.051046,0.096534,49.998934,49.998934,1.198000,0.118380
78.666667,0.118320,0.051044,0.096491,49.998934,49.998934,1.198000,0.118320
78.750000,0.118260,0.051042,0.096449,49.998934,49.998934,1.198000,0.118260
78.833333,0.118199,0.051039,0.096407,49.998934,49.998934,1.198000,0.118199
78.916667,0.118140,0.051037,0.096364,49.998934,49.998934,1.198000,0.118140
79.000000,0.118080,0.051035,0.096322,49.998934,49.998934,1.198000,0.118080
79.083333,0.118020,0.051033,0.096280,49.998934,49.998934,1.198000,0.118020
79.166667,0.117961,0.051031,0.096239,49.998934,49.998934,1.198000,0.117961
79.250000,0.117901,0.051028,0.096197,49.998934,49.998934,1.198000,0.117901
79.333333,0.117842,0.051026,0.096155,49.998934,49.998934,1.198000,0.117842
79.416667,0.117783,0.051024,0.096113,49.998934,49.998934,1.198000,0.117783
79.500000,0.117724,0.051022,0.096072,49.998934,49.998934,1.198000,0.117724
79.583333,0.117665,0.051020,0.096030,49.998934,49.998934,1.198000,0.117665
79.666667,0.117606,0.051018,0.095989,49.998934,49.998934,1.198000,0.117606
79.750000,0.117548,0.051016,0.095948,49.998934,49.998934,1.198000,0.117548
79.833333,0.117489,0.051014,0.095907,49.998934,49.998934,1.198000,0.117489
79.916667,0.117431,0.051011,0.095866,49.998934,49.998934,1.198000,0.117431
80.000000,0.117372,0.051009,0.095825,49.998934,49.998934,1.198000,0.117372
80.083333,0.117314,0.051007,0.095784,49.998934,49.998934,1.198000,0.117314
80.166667,0.117256,0.051005,0.095743,49.998934,49.998934,1.198000,0.117256
80.250000,0.117198,0.051003,0.095702,49.998934,49.998934,1.198000,0.117198
80.333333,0.117140,0.051001,0.095661,49.998934,49.998934,1.198000,0.117140
80.416667,0.117083,0.050999,0.095621,49.998934,49.998934,1.198000,0.117083
80.500000,0.117025,0.050997,0.095580,49.998934,49.998934,1.198000,0.117025
80.583333,0.116968,0.050995,0.095540,49.998934,49.998934,1.198000,0.116968
80.666667,0.116911,0.050993,0.095499,49.998934,49.998934,1.198000,0.116911
80.750000,0.116853,0.050991,0.095459,49.998934,49.998934,1.198000,0.116853
80.833333,0.116796,0.050989,0.095419,49.998934,49.998934,1.198000,0.116796
80.916667,0.116739,0.050987,0.095379,49.998934,49.998934,1.198000,0.116739
81.000000,0.116683,0.050985,0.095339,49.998934,49.998934,1.198000,0.116683
81.083333,0.116626,0.050983,0.095299,49.998934,49.998934,1.198000,0.116626
81.166667,0.116569,0.050981,0.095259,49.998934,49.998934,1.198000,0.116569
81.250000,0.116513,0.050979,0.095219,49.998934,49.998934,1.198000,0.116513
81.333333,0.116457,0.050977,0.095180,49.998934,49.998934,1.198000,0.116457
81.416667,0.116401,0.050975,0.095140,49.998934,49.998934,1.198000,0.116401
81.500000,0.116344,0.050973,0.095101,49.998934,49.998934,1.198000,0.116344
81.583333,0.116288,0.050971,0.095061,49.998934,49.998934,1.198000,0.116288
81.666667,0.116233,0.050969,0.095022,49.998934,49.998934,1.198000,0.116233
81.750000,0.116177,0.050967,0.094982,49.998934,49.998934,1.198000,0.116177
81.833333,0.116121,0.050965,0.094943,49.998934,49.998934,1.198000,0.116121
81.916667,0.116066,0.050963,0.094904,49.998934,49.998934,1.198000,0.116066
82.000000,0.116010,0.050961,0.094865,49.998934,49.998934,1.198000,0.116010
82.083333,0.115955,0.050959,0.094826,49.998934,49.998934,1.198000,0.115955
82.166667,0.115900,0.050957,0.094787,49.998934,49.998934,1.198000,0.115900
82.250000,0.115845,0.050955,0.094748,49.998934,49.998934,1.198000,0.115845
82.333333,0.115790,0.050953,0.094709,49.998934,49.998934,1.198000,0.115790
82.416667,0.115735,0.050951,0.094671,49.998934,49.998934,1.198000,0.115735
82.500000,0.115680,0.050949,0.094632,49.998934,49.998934,1.198000,0.115680
82.583333,0.115626,0.050947,0.094594,49.998934,49.998934,1.198000,0.115626
82.666667,0.115571,0.050945,0.094555,49.998934,49.998934,1.198000,0.115571
82.750000,0.115517,0.050944,0.094517,49.998934,49.998934,1.198000,0.115517
82.833333,0.115463,0.050942,0.094479,49.998934,49.998934,1.198000,0.115463
82.916667,0.115408,0.050940,0.094440,49.998934,49.998934,1.198000,0.115408
83.000000,0.115354,0.050938,0.094402,49.998934,49.998934,1.198000,0.115354
83.083333,0.115301,0.050936,0.094364,49.998934,49.998934,1.198000,0.115301
83.166667,0.115247,0.050934,0.094326,49.998934,49.998934,1.198000,0.115247
83.250000,0.115193,0.050932,0.094288,49.998934,49.998934,1.198000,0.115193
83.333333,0.115139,0.050930,0.094250,49.998934,49.998934,1.198000,0.115139
83.416667,0.115086,0.050928,0.094213,49.998934,49.998934,1.198000,0.115086
83.500000,0.115032,0.050927,0.094175,49.998934,49.998934,1.198000,0.115032
83.583333,0.114979,0.050925,0.094137,49.998934,49.998934,1.198000,0.114979
83.666667,0.114925,0.050923,0.094100,49.998934,49.998934,1.198000,0.114925
83.750000,0.114872,0.050921,0.094062,49.998934,49.998934,1.198000,0.114872
83.833333,0.114819,0.050919,0.094025,49.998934,49.998934,1.198000,0.114819
83.916667,0.114766,0.050917,0.093987,49.998934,49.998934,1.198000,0.114766
84.000000,0.114713,0.050916,0.093950,49.998934,49.998934,1.198000,0.114713
84.083333,0.114661,0.050914,0.093913,49.998934,49.998934,1.198000,0.114661
84.166667,0.114608,0.050912,0.093876,49.998934,49.998934,1.198000,0.114608
84.250000,0.114555,0.050910,0.093838,49.998934,49.998934,1.198000,0.114555
84.333333,0.114503,0.050908,0.093801,49.998934,49.998934,1.198000,0.114503
84.416667,0.114451,0.050906,0.093764,49.998934,49.998934,1.198000,0.114451
84.500000,0.114398,0.050905,0.093728,49.998934,49.998934,1.198000,0.114398
84.583333,0.114346,0.050903,0.093691,49.998934,49.998934,1.198000,0.114346
84.666667,0.114294,0.050901,0.093654,49.998934,49.998934,1.198000,0.114294
84.750000,0.114242,0.050899,0.093617,49.998934,49.998934,1.198000,0.114242
84.833333,0.114190,0.050898,0.093581,49.998934,49.998934,1.198000,0.114190
84.916667,0.114139,0.050896,0.093544,49.998934,49.998934,1.198000,0.114139
85.000000,0.114087,0.050894,0.093508,49.998934,49.998934,1.198000,0.114087
85.083333,0.114036,0.050892,0.093472,49.998934,49.998934,1.198000,0.114036
85.166667,0.113984,0.050890,0.093435,49.998934,49.998934,1.198000,0.113984
85.250000,0.113933,0.050889,0.093399,49.998934,49.998934,1.198000,0.113933
85.333333,0.113882,0.050887,0.093363,49.998934,49.998934,1.198000,0.113882
85.416667,0.113831,0.050885,0.093327,49.998934,49.998934,1.198000,0.113831
85.500000,0.113780,0.050884,0.093291,49.998934,49.998934,1.198000,0.113780
85.583333,0.113729,0.050882,0.093255,49.998934,49.998934,1.198000,0.113729
85.666667,0.113678,0.050880,0.093219,49.998934,49.998934,1.198000,0.113678
85.750000,0.113627,0.050878,0.093183,49.998934,49.998934,1.198000,0.113627
85.833333,0.113577,0.050877,0.093147,49.998934,49.998934,1.198000,0.113577
85.916667,0.113526,0.050875,0.093112,49.998934,49.998934,1.198000,0.113526
86.000000,0.113476,0.050873,0.093076,49.998934,49.998934,1.198000,0.113476
86.083333,0.113426,0.050872,0.093041,49.998934,49.998934,1.198000,0.113426
